blastdbSeqID_replaced	blastdbSeqID_original	blastdbSeqLen	genename
VFDB_5341	VFG043366(gb|WP_000033553) (tlpA) membrane-bound chemoreceptor sensing arginine and bicarbonate [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	2028	tlpA
VFDB_5342	VFG043367(gb|WP_000971620) (tlpB) membrane-bound chemoreceptor sensing pH and autoinducer-2 [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	1698	tlpB
VFDB_5343	VFG043368(gb|WP_000748581) (flgS) signal-transducing protein, histidine kinase [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	1146	flgS
VFDB_5344	VFG043369(gb|WP_000712783) (HP0256) involved in motility and cell envelope architecture [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	429	HP0256
VFDB_5345	VFG043371(gb|WP_000657303) (pseC) flagellar modification protein, aminotransferase PseC [Flagellar glycosylation/Pse biosynthetic pathway (VF0608) - Motility (VFC0204)] [Helicobacter pylori 26695]	1128	pseC
VFDB_5346	VFG043372(gb|WP_000070768) (cheW) chemotaxis coupling protein CheW [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	498	cheW
VFDB_5347	VFG043373(gb|WP_000342347) (cheA) histidine kinase CheA [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	2412	cheA
VFDB_5348	VFG043374(gb|WP_000818647) (cheV2) chemotaxis coupling protein CheV2 [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	936	cheV2
VFDB_5349	VFG043375(gb|WP_000715711) (hpaA2) ahesin protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	750	hpaA2
VFDB_5350	VFG043376(gb|WP_000442290) (HP_RS02435) neuraminyllactose-binding hemagglutinin [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	837	HP_RS02435
VFDB_5351	VFG043377(gb|WP_000757130) (cds6) L,D-carboxypeptidase [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	993	cds6
VFDB_5352	VFG043378(gb|WP_000467802) (cheV3) chemotaxis coupling protein CheV3 [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	1302	cheV3
VFDB_5353	VFG043379(gb|WP_000251148) (HP_RS03030) chemotaxis protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	942	HP_RS03030
VFDB_5354	VFG043381(gb|WP_000684509) (flgR) response regulator [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	1146	flgR
VFDB_5355	VFG043382(gb|WP_000996418) (HP_RS03480) RNA polymerase factor sigma-54 [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	1245	HP_RS03480
VFDB_5356	VFG043383(gb|WP_001863409) (pseB) UDP-N-acetylglucosamine 4,6-dehydratase [Flagellar glycosylation/Pse biosynthetic pathway (VF0608) - Motility (VFC0204)] [Helicobacter pylori 26695]	984	pseB
VFDB_5357	VFG043384(gb|WP_001091835) (HP_RS04690) zinc ribbon domain-containing protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	765	HP_RS04690
VFDB_5358	VFG043385(gb|WP_001064464) (ylxH) ATP-binding protein  [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	885	ylxH
VFDB_5359	VFG043386(gb|WP_000772151) (cheY) chemotaxis response regulator CheY [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	375	cheY
VFDB_5360	VFG043387(gb|WP_001863090) (flgM) negative regulator of flagellin synthesis [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	204	flgM
VFDB_5361	VFG043389(gb|WP_000603368) (HP_RS07240) META domain-containing protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	588	HP_RS07240
VFDB_5362	VFG043390(gb|WP_001210849) (pdxJ) pyridoxine 5'-phosphate synthase [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	789	pdxJ
VFDB_5363	VFG043391(gb|WP_001075036) (pdxA) 4-hydroxythreonine-4-phosphate dehydrogenase [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695]	924	pdxA
VFDB_5364	VFG043696(gb|WP_050751342) (HPMG_RS10140) RICIN domain-containing protein [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter pullorum MIT 98-5489]	801	HPMG_RS10140
VFDB_5365	VFG043697(gb|WP_040500022) (HPMG_RS07155) cytolethal distending toxin subunit B family protein [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter pullorum MIT 98-5489]	825	HPMG_RS07155
VFDB_5366	VFG043698(gb|WP_005022585) (HPMG_RS07160) cytolethal distending toxin CdtC [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter pullorum MIT 98-5489]	549	HPMG_RS07160
VFDB_5367	VFG043699(gb|WP_005219748) (HRAG_01816) toxin [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter bilis ATCC 43879]	552	HRAG_01816
VFDB_5368	VFG043700(gb|WP_005219749) (HRAG_01817) cytolethal distending toxin subunit B family protein [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter bilis ATCC 43879]	804	HRAG_01817
VFDB_5369	VFG043701(gb|WP_005219750) (HRAG_01818) RICIN domain-containing protein [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter bilis ATCC 43879]	723	HRAG_01818
VFDB_5370	VFG043702(gb|AAF97897) (cdtB) cytolethal distending toxin subunit B [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter canis]	702	cdtB
VFDB_5371	VFG043704(gb|ZP_03658380) (HcinC1_010100005555) cytolethal distending toxin A [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter cinaedi CCUG 18818]	828	HcinC1_010100005555
VFDB_5372	VFG043705(gb|ZP_03658381) (HcinC1_010100005560) cytolethal distending toxin [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter cinaedi CCUG 18818]	876	HcinC1_010100005560
VFDB_5373	VFG043706(gb|ZP_03658382) (HcinC1_010100005565) cytolethal distending toxin A/C family protein [Cytolethal distending toxin (VF0773) - Exotoxin (VFC0235)] [Helicobacter cinaedi CCUG 18818]	624	HcinC1_010100005565
VFDB_5374	VFG043748(gb|AAA86834) (vacA) vacuolating cytotoxin homolog precursor [VacA (VF0058) - Exotoxin (VFC0235)] [Helicobacter pylori str. Tx30a]	3933	vacA
VFDB_5375	VFG043749(gb|ADI34398) (HPV225_0307) Vacuolating cytotoxin precursor [VacA (VF0058) - Exotoxin (VFC0235)] [Helicobacter pylori v225d]	8697	HPV225_0307
VFDB_5376	VFG040957(gb|WP_012968915) (gspS) type II secretion system pilot lipoprotein GspS [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	375	gspS
VFDB_5377	VFG040958(gb|WP_012542819) (gspB) type II secretion system assembly factor GspB [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	558	gspB
VFDB_5378	VFG040959(gb|WP_008807374) (gspC) type II secretion system protein GspC [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	843	gspC
VFDB_5379	VFG040960(gb|WP_162493344) (gspD) GspD family T2SS secretin variant PulD [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	1974	gspD
VFDB_5380	VFG040961(gb|WP_012542822) (gspE) type II secretion system ATPase GspE [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	1494	gspE
VFDB_5381	VFG040962(gb|WP_012542823) (gspF) type II secretion system inner membrane protein GspF [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	1215	gspF
VFDB_5382	VFG040963(gb|WP_002889054) (gspG) type II secretion system major pseudopilin GspG [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	423	gspG
VFDB_5383	VFG040964(gb|WP_008807378) (gspH) type II secretion system minor pseudopilin GspH [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	516	gspH
VFDB_5384	VFG040965(gb|WP_004894160) (gspI) type II secretion system minor pseudopilin GspI [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	366	gspI
VFDB_5385	VFG040966(gb|WP_008807379) (gspJ) type II secretion system minor pseudopilin GspJ [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	597	gspJ
VFDB_5386	VFG040967(gb|WP_012542824) (gspK) type II secretion system minor pseudopilin GspK [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	981	gspK
VFDB_5387	VFG040968(gb|WP_012542825) (gspL) type II secretion system protein GspL [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	1197	gspL
VFDB_5388	VFG040969(gb|WP_012542826) (KPK_RS21745) type II secretion system protein M [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	486	KPK_RS21745
VFDB_5389	VFG040970(gb|WP_012542827) (KPK_RS21750) type II secretion system protein N [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	747	KPK_RS21750
VFDB_5390	VFG040971(gb|WP_008807384) (KPK_RS21755) A24 family peptidase [Pul (VF0785) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	801	KPK_RS21755
VFDB_5391	VFG043612(gb|WP_040968855) (fimK) transcriptional regulator [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae 342]	1413	fimK
VFDB_5392	VFG043614(gb|WP_074194464) (fimG) type 1 fimbrial minor component [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae 342]	486	fimG
VFDB_5393	VFG043615(gb|WP_012540617) (fimF) type 1 fimbrial minor component [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae 342]	528	fimF
VFDB_5394	VFG043616(gb|WP_012540618) (fimD) outer membrane usher protein  [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae 342]	2616	fimD
VFDB_5395	VFG043623(gb|WP_002916122) (mrkF) type 3 fimbrial minor pilin subunit MrkF [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	636	mrkF
VFDB_5396	VFG043625(gb|WP_000813718) (mrkC) fimbrial biogenesis outer membrane usher protein mrkC precursor [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	2487	mrkC
VFDB_5397	VFG043627(gb|WP_000756959) (mrkA) type 3 fimbrial major pilin subunit MrkA [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	609	mrkA
VFDB_5398	VFG044322(gb|WP_004190148) (iroE) siderophore esterase IroE [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	936	iroE
VFDB_5399	VFG048222(gb|WP_014838689) (fimB) tyrosine recombinase [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	552	fimB
VFDB_5400	VFG048225(gb|YP_005228652) (fimB) tyrosine recombinase [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	630	fimB
VFDB_5401	VFG048237(gb|WP_002916189) (fimE) tyrosine recombinase [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	609	fimE
VFDB_5402	VFG048240(gb|WP_014229989) (fimA) type 1 major fimbrial subunit precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	543	fimA
VFDB_5403	VFG048247(gb|WP_002916190) (fimA) type 1 major fimbrial subunit precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	549	fimA
VFDB_5404	VFG048250(gb|WP_014838896) (fimI) type 1 pilus biosynthesis fimbrial protein [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	540	fimI
VFDB_5405	VFG048252(gb|WP_014906964) (fimI) type 1 pilus biosynthesis fimbrial protein [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	537	fimI
VFDB_5406	VFG048260(gb|WP_170927896) (fimC) periplasmic chaperone [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	681	fimC
VFDB_5407	VFG048267(gb|WP_015875145) (fimC) periplasmic chaperone [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	726	fimC
VFDB_5408	VFG048270(gb|WP_042934124) (fimD) outer membrane usher protein  [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	2628	fimD
VFDB_5409	VFG048280 (fimF) type 1 fimbrial minor component [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	529	fimF
VFDB_5410	VFG048290(gb|WP_014838900) (fimG) type 1 fimbrial minor component [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	504	fimG
VFDB_5411	VFG048300(gb|WP_014229995) (fimH) type 1 fimbrial adhesin precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	906	fimH
VFDB_5412	VFG048303(gb|YP_005228661) (fimH) type 1 fimbrial adhesin precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	909	fimH
VFDB_5413	VFG048310(gb|WP_179294850) (fimK) transcriptional regulator [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella oxytoca E718]	1536	fimK
VFDB_5414	VFG048320(gb|WP_014226694) (mrkH) transcriptional activator [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella oxytoca E718]	702	mrkH
VFDB_5415	VFG048327(gb|WP_004152886) (mrkH) transcriptional activator [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	705	mrkH
VFDB_5416	VFG048330(gb|WP_032694724) (mrkI) LuxR family regulatory protein [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella oxytoca E718]	585	mrkI
VFDB_5417	VFG048332(gb|WP_002916079) (mrkI) LuxR family regulatory protein [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	573	mrkI
VFDB_5418	VFG048341(gb|WP_032694725) (mrkJ) phosphodiesterase [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella oxytoca E718]	717	mrkJ
VFDB_5419	VFG048348(gb|WP_004149658) (mrkJ) phosphodiesterase [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	717	mrkJ
VFDB_5420	VFG048351(gb|WP_014226696) (mrkF) type 3 fimbrial minor pilin subunit MrkF [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella oxytoca E718]	651	mrkF
VFDB_5421	VFG048361(gb|WP_004124708) (mrkD) fimbrial adhesin protein precursor MrkD [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella oxytoca E718]	996	mrkD
VFDB_5422	VFG048363 (mrkD) fimbrial adhesin protein precursor MrkD [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	997	mrkD
VFDB_5423	VFG048385(gb|YP_005228646) (mrkB) fimbrial chaperone protein mrkB precursor [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	726	mrkB
VFDB_5424	VFG048401(gb|WP_014837779) (entA) 2,3-dihydroxybenzoate-2,3-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	756	entA
VFDB_5425	VFG048404(gb|WP_008805588) (entA) 2,3-dihydroxybenzoate-2,3-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]	756	entA
VFDB_5426	VFG048411(gb|WP_014228361) (entB) 2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	852	entB
VFDB_5427	VFG048421(gb|WP_014837778) (entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1608	entE
VFDB_5428	VFG048429(gb|WP_004183353) (entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	1608	entE
VFDB_5429	VFG048431(gb|WP_014837777) (entC) isochorismate synthase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1176	entC
VFDB_5430	VFG048439(gb|WP_014907941) (entC) isochorismate synthase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	1176	entC
VFDB_5431	VFG048441(gb|WP_014837776) (fepB) iron-enterobactin transporter periplasmic binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	960	fepB
VFDB_5432	VFG048449(gb|WP_012737621) (fepB) iron-enterobactin transporter periplasmic binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	960	fepB
VFDB_5433	VFG048451(gb|WP_014228354) (entS) enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1242	entS
VFDB_5434	VFG048461(gb|WP_014228353) (fepD) iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1008	fepD
VFDB_5435	VFG048468(gb|WP_004176917) (fepD) iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	1008	fepD
VFDB_5436	VFG048470(gb|WP_009653197) (fepG) iron-enterobactin transporter permease [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	993	fepG
VFDB_5437	VFG048476(gb|WP_004223582) (fepG) iron-enterobactin transporter permease [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae KCTC 2242]	993	fepG
VFDB_5438	VFG048480(gb|WP_014837773) (fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	795	fepC
VFDB_5439	VFG048490(gb|WP_014837772) (entF) enterobactin synthase subunit F [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	3882	entF
VFDB_5440	VFG048498(gb|WP_012737619) (entF) enterobactin synthase subunit F [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	3882	entF
VFDB_5441	VFG048500(gb|WP_014837770) (fes) enterobactin/ferric enterobactin esterase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1200	fes
VFDB_5442	VFG048502(gb|WP_012737618) (fes) enterobactin/ferric enterobactin esterase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	1209	fes
VFDB_5443	VFG048510(gb|WP_014837769) (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	2250	fepA
VFDB_5444	VFG048518(gb|WP_012737617) (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	2229	fepA
VFDB_5445	VFG048520(gb|WP_014837768) (entD) enterochelin synthetase component D [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	624	entD
VFDB_5446	VFG048523(gb|WP_012542494) (entD) enterochelin synthetase component D [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]	630	entD
VFDB_5447	VFG048527(gb|WP_012068421) (entD) enterochelin synthetase component D [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	660	entD
VFDB_5448	VFG048530(gb|WP_014838862) (iroE) siderophore esterase IroE [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	930	iroE
VFDB_5449	VFG048533(gb|WP_012541740) (iroE) siderophore esterase IroE [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]	927	iroE
VFDB_5450	VFG048540(gb|WP_014228993) (iroN) salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]	2181	iroN
VFDB_5451	VFG048543(gb|YP_005226444) (iroN) salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	2247	iroN
VFDB_5452	VFG048549(gb|WP_004890934) (iroB) glucosyltransferase IroB [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	1113	iroB
VFDB_5453	VFG048553(gb|WP_014907291) (iroD) siderophore esterase IroD [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	1236	iroD
VFDB_5454	VFG048556(gb|WP_014838496) (ybtS) yersiniabactin biosynthesis salicylate synthase YbtS [Ybt (VF0564) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1311	ybtS
VFDB_5455	VFG048580(gb|WP_014838502) (irp1) yersiniabactin polyketide synthase HMWP1 [Ybt (VF0564) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	9477	irp1
VFDB_5456	VFG048587(gb|WP_025106335) (ybtT) type II thioesterase YbtT [Ybt (VF0564) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	804	ybtT
VFDB_5457	VFG048610(gb|WP_004145304) (iucD) lysine 6-monooxygenase IucD [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	1335	iucD
VFDB_5458	VFG048611(gb|WP_014228851) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	2178	iutA
VFDB_5459	VFG048620(gb|WP_014907843) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	2190	iutA
VFDB_5460	VFG048624(gb|WP_014229069) (vipA/tssB) type VI secretion system contractile sheath small subunit VipA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	492	vipA/tssB
VFDB_5461	VFG048632(gb|WP_004176434) (vipA/tssB) type VI secretion system contractile sheath small subunit VipA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	492	vipA/tssB
VFDB_5462	VFG048637(gb|WP_014907727) (vipB/tssC) type VI secretion system contractile sheath large subunit VipB [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	1545	vipB/tssC
VFDB_5463	VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	1341	vasE/tssK
VFDB_5464	VFG048654(gb|WP_004224345) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	1344	vasE/tssK
VFDB_5465	VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein, DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	690	dotU/tssL
VFDB_5466	VFG048665(gb|WP_004176431) (dotU/tssL) type VI secretion system protein, DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	690	dotU/tssL
VFDB_5467	VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	1713	ompA
VFDB_5468	VFG048676(gb|WP_014907726) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	1707	ompA
VFDB_5469	VFG048680 (hcp/tssD) type VI secretion system protein, Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	493	hcp/tssD
VFDB_5470	VFG048695 (clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae KCTC 2242]	2656	clpV/tssH
VFDB_5471	VFG048700(gb|WP_014838709) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	2343	vgrG/tssI
VFDB_5472	VFG048708(gb|WP_041168969) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	2700	vgrG/tssI
VFDB_5473	VFG048709(gb|WP_162198371) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	2370	vgrG/tssI
VFDB_5474	VFG048711(gb|WP_012541978) (KPK_RS14595) DUF4123 domain-containing protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342]	780	KPK_RS14595
VFDB_5475	VFG048715(gb|WP_004140184) (KPR_RS13030) DUF4123 domain-containing protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	777	KPR_RS13030
VFDB_5476	VFG048717(gb|YP_005226606) (tli1) type VI secretion system immunity protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	531	tli1
VFDB_5477	VFG048720 (tli1) type VI secretion system immunity protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	530	tli1
VFDB_5478	VFG048739(gb|WP_012968403) (tle1) type VI secretion system effector  [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella variicola At-22]	2454	tle1
